FECHA_CORTE,ANIO,MES,ID_CLASE,CLASE,ID_CATEGORIA,CATEGORIA,DEPARTAMENTO,ID_UBIGEO,NUMERO_ESTABLECIMIENTOS,NUMERO_HABITACIONES,NUMERO_PLAZAS_CAMA,PORCENTAJE_TNOH,PORCENTAJE_TNOC,PROMEDIO_PERMANENCIA,PROMEDIO_PERMANENCIA_NAC,PROMEDIO_PERMANENCIA_EXT,TOTAL_ARRIBOS,TOTAL_ARRIBOS_NAC,TOTAL_ARRIBOS_EXT,TOTAL_PERNOCT,TOTAL_PERNOCT_NAC,TOTAL_PERNOCT_EXT,TOTAL_EMPLEO,ARCHIVO_ORIGEN,FECHA,TASA_OCUPABILIDAD_HOTELERA,TASA_OCUPABILIDAD_HOTELERA_FUTURA,MES_SIN,MES_COS,TASA_LAG_1,TASA_LAG_2,TASA_LAG_3,ARRIBOS_LAG_1,PERNOCT_LAG_1,EMPLEO_LAG_1,TASA_MEDIA_MOVIL_3,ES_COVID_2020,TENDENCIA_MESES
,2019,4,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,372,5072,8122,23.06,18.1,1.17,1.14,1.78,38011,35932,2079,44899,40924,3975,916,Indicadores_ocupabilidad_2019.csv,2019-04-01,23.06,20.03,0.8660254037844387,-0.4999999999999998,25.01,25.96,28.2,40135.0,46118.0,909.0,26.39,0,0
,2019,5,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,367,5054,8062,20.03,14.93,1.2,1.16,1.68,32993,30945,2048,39594,35667,3927,902,Indicadores_ocupabilidad_2019.csv,2019-05-01,20.03,25.85,0.49999999999999994,-0.8660254037844387,23.06,25.01,25.96,38011.0,44899.0,916.0,24.676666666666666,0,1
,2019,6,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,367,5056,8064,25.85,18.54,1.21,1.19,1.73,38075,36258,1817,45598,42217,3381,914,Indicadores_ocupabilidad_2019.csv,2019-06-01,25.85,29.94,1.2246467991473532e-16,-1.0,20.03,23.06,25.01,32993.0,39594.0,902.0,22.700000000000003,0,2
,2019,7,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,372,5172,8278,29.94,23.06,1.23,1.21,1.6,49923,47364,2559,60853,56387,4466,941,Indicadores_ocupabilidad_2019.csv,2019-07-01,29.94,28.45,-0.4999999999999997,-0.8660254037844388,25.85,20.03,23.06,38075.0,45598.0,914.0,22.98,0,3
,2019,8,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,372,5153,8251,28.45,22.42,1.31,1.27,1.81,45887,42861,3026,59073,53092,5981,933,Indicadores_ocupabilidad_2019.csv,2019-08-01,28.45,25.05,-0.8660254037844384,-0.5000000000000004,29.94,25.85,20.03,49923.0,60853.0,941.0,25.27333333333333,0,4
,2019,9,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,372,5565,9190,25.05,20.56,1.32,1.29,1.83,41447,39004,2443,54469,49860,4609,924,Indicadores_ocupabilidad_2019.csv,2019-09-01,25.05,23.36,-1.0,-1.8369701987210297e-16,28.45,29.94,25.85,45887.0,59073.0,933.0,28.08,0,5
,2019,10,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,372,5598,9205,23.36,17.95,1.33,1.31,1.67,38845,36801,2044,51684,47728,3956,921,Indicadores_ocupabilidad_2019.csv,2019-10-01,23.36,25.74,-0.8660254037844386,0.5000000000000001,25.05,28.45,29.94,41447.0,54469.0,924.0,27.813333333333333,0,6
,2019,11,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,369,5179,8394,25.74,19.0,1.32,1.3,1.72,37759,35860,1899,49065,45546,3519,926,Indicadores_ocupabilidad_2019.csv,2019-11-01,25.74,24.76,-0.5000000000000004,0.8660254037844384,23.36,25.05,28.45,38845.0,51684.0,921.0,25.62,0,7
,2019,12,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,369,5178,8393,24.76,17.56,1.27,1.26,1.51,37409,35778,1631,46630,43995,2635,922,Indicadores_ocupabilidad_2019.csv,2019-12-01,24.76,25.69,-2.4492935982947064e-16,1.0,25.74,23.36,25.05,37759.0,49065.0,926.0,24.716666666666665,0,8
,2020,1,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,388,5298,8679,25.69,18.89,1.14,1.14,1.38,47529,46038,1491,54897,52893,2004,925,Indicadores_ocupabilidad_2020.csv,2020-01-01,25.69,27.77,0.49999999999999994,0.8660254037844387,24.76,25.74,23.36,37409.0,46630.0,922.0,24.62,1,9
,2020,2,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,392,5296,8693,27.77,18.81,1.14,1.14,1.15,43247,41956,1291,50118,48442,1676,827,Indicadores_ocupabilidad_2020.csv,2020-02-01,27.77,11.77,0.8660254037844386,0.5000000000000001,25.69,24.76,25.74,47529.0,54897.0,925.0,25.396666666666665,1,10
,2020,3,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,385,5123,8287,11.77,8.7,1.15,1.15,1.14,22164,21729,435,28125,27414,711,747,Indicadores_ocupabilidad_2020.csv,2020-03-01,11.77,0.94,1.0,6.123233995736766e-17,27.77,25.69,24.76,43247.0,50118.0,827.0,26.073333333333334,1,11
,2020,4,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,38,739,1152,0.94,0.85,0.99,0.99,0.0,235,235,0,288,288,0,75,Indicadores_ocupabilidad_2020.csv,2020-04-01,0.94,3.52,0.8660254037844387,-0.4999999999999998,11.77,27.77,25.69,22164.0,28125.0,747.0,21.743333333333336,1,12
,2020,5,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,55,1217,1898,3.52,2.75,3.71,3.71,0.0,837,837,0,1792,1792,0,96,Indicadores_ocupabilidad_2020.csv,2020-05-01,3.52,5.13,0.49999999999999994,-0.8660254037844387,0.94,11.77,27.77,235.0,288.0,75.0,13.493333333333334,1,13
,2020,6,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,55,1208,1895,5.13,3.18,1.04,1.04,0.27,1933,1920,13,1986,1973,13,187,Indicadores_ocupabilidad_2020.csv,2020-06-01,5.13,8.47,1.2246467991473532e-16,-1.0,3.52,0.94,11.77,837.0,1792.0,96.0,5.41,1,14
,2020,7,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,120,2348,3721,8.47,6.26,1.41,1.4,0.47,4636,4556,80,7497,7273,224,340,Indicadores_ocupabilidad_2020.csv,2020-07-01,8.47,18.12,-0.4999999999999997,-0.8660254037844388,5.13,3.52,0.94,1933.0,1986.0,187.0,3.1966666666666668,1,15
,2020,8,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,140,2735,4391,18.12,13.67,1.56,1.54,1.95,11970,11657,313,19657,18770,887,413,Indicadores_ocupabilidad_2020.csv,2020-08-01,18.12,18.8,-0.8660254037844384,-0.5000000000000004,8.47,5.13,3.52,4636.0,7497.0,340.0,5.706666666666667,1,16
,2020,9,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,144,2857,4589,18.8,13.0,1.41,1.41,1.42,12761,12604,157,18957,18602,355,431,Indicadores_ocupabilidad_2020.csv,2020-09-01,18.8,16.7,-1.0,-1.8369701987210297e-16,18.12,8.47,5.13,11970.0,19657.0,413.0,10.573333333333334,1,17
,2020,10,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,156,2962,4844,16.7,13.67,1.29,1.28,1.59,14765,14596,169,22072,21672,400,400,Indicadores_ocupabilidad_2020.csv,2020-10-01,16.7,17.51,-0.8660254037844386,0.5000000000000001,18.8,18.12,8.47,12761.0,18957.0,431.0,15.13,1,18
,2020,11,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,209,3598,5812,17.51,13.23,1.33,1.33,1.12,16644,16465,179,25406,25023,383,476,Indicadores_ocupabilidad_2020.csv,2020-11-01,17.51,18.22,-0.5000000000000004,0.8660254037844384,16.7,18.8,18.12,14765.0,22072.0,400.0,17.873333333333335,1,19
,2020,12,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,260,4199,6705,18.22,14.44,1.26,1.26,0.78,23400,23271,129,32581,32333,248,650,Indicadores_ocupabilidad_2020.csv,2020-12-01,18.22,19.49,-2.4492935982947064e-16,1.0,17.51,16.7,18.8,16644.0,25406.0,476.0,17.67,1,20
,2021,1,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,362,4580,7353,19.49,15.42,1.17,1.17,1.25,32842,32581,261,38404,38068,336,779,Indicadores_ocupabilidad_2021.csv,2021-01-01,19.49,16.47,0.49999999999999994,0.8660254037844387,18.22,17.51,16.7,23400.0,32581.0,650.0,17.47666666666667,0,21
,2021,2,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,358,4550,7256,16.47,12.76,1.26,1.26,1.2,23724,23207,517,28607,27944,663,777,Indicadores_ocupabilidad_2021.csv,2021-02-01,16.47,16.52,0.8660254037844386,0.5000000000000001,19.49,18.22,17.51,32842.0,38404.0,779.0,18.406666666666666,0,22
,2021,3,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,353,4500,7181,16.52,13.62,1.23,1.23,1.48,27275,27176,99,32293,32157,136,770,Indicadores_ocupabilidad_2021.csv,2021-03-01,16.52,14.37,1.0,6.123233995736766e-17,16.47,19.49,18.22,23724.0,28607.0,777.0,18.06,0,23
,2021,4,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,348,4385,7031,14.37,11.72,1.2,1.19,1.69,23419,22742,677,27499,26488,1011,753,Indicadores_ocupabilidad_2021.csv,2021-04-01,14.37,15.93,0.8660254037844387,-0.4999999999999998,16.52,16.47,19.49,27275.0,32293.0,770.0,17.49333333333333,0,24
,2021,5,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,348,4377,7017,15.93,13.3,1.27,1.27,1.32,25564,24462,1102,31603,30177,1426,764,Indicadores_ocupabilidad_2021.csv,2021-05-01,15.93,21.19,0.49999999999999994,-0.8660254037844387,14.37,16.52,16.47,23419.0,27499.0,753.0,15.786666666666667,0,25
,2021,6,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,349,4364,6989,21.19,16.51,1.22,1.22,1.24,30895,29990,905,37617,36477,1140,767,Indicadores_ocupabilidad_2021.csv,2021-06-01,21.19,23.84,1.2246467991473532e-16,-1.0,15.93,14.37,16.52,25564.0,31603.0,764.0,15.606666666666667,0,26
,2021,7,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,352,4425,7087,23.84,20.2,1.23,1.23,1.26,37500,36510,990,46892,45591,1301,771,Indicadores_ocupabilidad_2021.csv,2021-07-01,23.84,26.05,-0.4999999999999997,-0.8660254037844388,21.19,15.93,14.37,30895.0,37617.0,767.0,17.16333333333333,0,27
,2021,8,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,356,4519,7334,26.05,21.19,1.26,1.25,1.44,39700,38781,919,50307,49025,1282,794,Indicadores_ocupabilidad_2021.csv,2021-08-01,26.05,26.14,-0.8660254037844384,-0.5000000000000004,23.84,21.19,15.93,37500.0,46892.0,771.0,20.32,0,28
,2021,9,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,361,4551,7323,26.14,23.99,1.38,1.37,1.53,39056,37351,1705,52733,50184,2549,807,Indicadores_ocupabilidad_2021.csv,2021-09-01,26.14,31.68,-1.0,-1.8369701987210297e-16,26.05,23.84,21.19,39700.0,50307.0,794.0,23.69333333333333,0,29
,2021,10,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,364,4642,7440,31.68,26.68,1.39,1.38,1.64,44658,41421,3237,62448,57387,5061,819,Indicadores_ocupabilidad_2021.csv,2021-10-01,31.68,23.52,-0.8660254037844386,0.5000000000000001,26.14,26.05,23.84,39056.0,52733.0,807.0,25.343333333333334,0,30
,2021,11,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,364,4652,7407,23.52,20.13,1.33,1.31,1.67,35691,33990,1701,47932,44937,2995,824,Indicadores_ocupabilidad_2021.csv,2021-11-01,23.52,19.22,-0.5000000000000004,0.8660254037844384,31.68,26.14,26.05,44658.0,62448.0,819.0,27.956666666666663,0,31
,2021,12,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,365,4670,7444,19.22,14.85,1.34,1.34,1.53,27791,26414,1377,37822,35697,2125,829,Indicadores_ocupabilidad_2021.csv,2021-12-01,19.22,19.9,-2.4492935982947064e-16,1.0,23.52,31.68,26.14,35691.0,47932.0,824.0,27.113333333333333,0,32
,2022,1,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,394,5072,8231,19.9,16.59,1.19,1.19,1.38,36145,35128,1017,45213,43783,1430,936,Indicadores_ocupabilidad_2022.csv,2022-01-01,19.9,21.32,0.49999999999999994,0.8660254037844387,19.22,23.52,31.68,27791.0,37822.0,829.0,24.80666666666666,0,33
,2022,2,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,395,5060,8207,21.32,17.58,1.2,1.2,1.26,35413,34468,945,43010,41722,1288,934,Indicadores_ocupabilidad_2022.csv,2022-02-01,21.32,19.28,0.8660254037844386,0.5000000000000001,19.9,19.22,23.52,36145.0,45213.0,936.0,20.88,0,34
,2022,3,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,399,5135,8323,19.28,15.85,1.15,1.15,1.32,36486,35430,1056,43030,41637,1393,954,Indicadores_ocupabilidad_2022.csv,2022-03-01,19.28,21.54,1.0,6.123233995736766e-17,21.32,19.9,19.22,35413.0,43010.0,934.0,20.146666666666665,0,35
,2022,4,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,398,5137,8306,21.54,17.89,1.16,1.16,1.25,38727,37371,1356,45975,44198,1777,943,Indicadores_ocupabilidad_2022.csv,2022-04-01,21.54,22.86,0.8660254037844387,-0.4999999999999998,19.28,21.32,19.9,36486.0,43030.0,954.0,20.166666666666668,0,36
,2022,5,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,396,5188,8380,22.86,18.78,1.16,1.15,1.34,41958,40365,1593,49795,47422,2373,939,Indicadores_ocupabilidad_2022.csv,2022-05-01,22.86,22.25,0.49999999999999994,-0.8660254037844387,21.54,19.28,21.32,38727.0,45975.0,943.0,20.71333333333333,0,37
,2022,6,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,399,5167,8386,22.25,18.17,1.17,1.16,1.57,38170,37108,1062,47245,45527,1718,947,Indicadores_ocupabilidad_2022.csv,2022-06-01,22.25,24.39,1.2246467991473532e-16,-1.0,22.86,21.54,19.28,41958.0,49795.0,939.0,21.226666666666663,0,38
,2022,7,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,404,5250,8524,24.39,20.58,1.17,1.16,1.5,46098,45036,1062,56077,54295,1782,938,Indicadores_ocupabilidad_2022.csv,2022-07-01,24.39,27.15,-0.4999999999999997,-0.8660254037844388,22.25,22.86,21.54,38170.0,47245.0,947.0,22.216666666666665,0,39
,2022,8,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,403,5229,8539,27.15,20.59,1.23,1.23,1.42,45248,43950,1298,58952,56775,2177,948,Indicadores_ocupabilidad_2022.csv,2022-08-01,27.15,25.18,-0.8660254037844384,-0.5000000000000004,24.39,22.25,22.86,46098.0,56077.0,938.0,23.166666666666668,0,40
,2022,9,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,403,5225,8544,25.18,19.73,1.19,1.18,1.6,43130,42377,753,52148,50821,1327,926,Indicadores_ocupabilidad_2022.csv,2022-09-01,25.18,25.11,-1.0,-1.8369701987210297e-16,27.15,24.39,22.25,45248.0,58952.0,948.0,24.596666666666664,0,41
,2022,10,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,400,5250,8555,25.11,19.72,1.2,1.2,1.48,45297,44081,1216,55517,53519,1998,894,Indicadores_ocupabilidad_2022.csv,2022-10-01,25.11,24.39,-0.8660254037844386,0.5000000000000001,25.18,27.15,24.39,43130.0,52148.0,926.0,25.573333333333334,0,42
,2022,11,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,396,5176,8414,24.39,18.49,1.17,1.16,1.48,42131,41278,853,50714,49198,1516,886,Indicadores_ocupabilidad_2022.csv,2022-11-01,24.39,23.07,-0.5000000000000004,0.8660254037844384,25.11,25.18,27.15,45297.0,55517.0,894.0,25.813333333333333,0,43
,2022,12,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,396,5154,8397,23.07,19.19,1.26,1.23,1.75,40883,38953,1930,52592,48617,3975,878,Indicadores_ocupabilidad_2022.csv,2022-12-01,23.07,19.91,-2.4492935982947064e-16,1.0,24.39,25.11,25.18,42131.0,50714.0,886.0,24.89333333333333,0,44
,2023,1,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,400,5258,8483,19.91,16.88,1.27,1.27,1.58,36097,35543,554,44737,43752,985,978,Indicadores_ocupabilidad_2023.csv,2023-01-01,19.91,22.12,0.49999999999999994,0.8660254037844387,23.07,24.39,25.11,40883.0,52592.0,878.0,24.189999999999998,0,45
,2023,2,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,404,5283,8557,22.12,17.51,1.21,1.21,1.52,37003,36469,534,44611,43725,886,989,Indicadores_ocupabilidad_2023.csv,2023-02-01,22.12,19.58,0.8660254037844386,0.5000000000000001,19.91,23.07,24.39,36097.0,44737.0,978.0,22.456666666666667,0,46
,2023,3,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,401,5247,8496,19.58,14.93,1.24,1.24,1.5,34111,33347,764,41332,40208,1124,976,Indicadores_ocupabilidad_2023.csv,2023-03-01,19.58,20.43,1.0,6.123233995736766e-17,22.12,19.91,23.07,37003.0,44611.0,989.0,21.7,0,47
,2023,4,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,404,5280,8550,20.43,16.8,1.34,1.33,1.72,34982,34277,705,44671,43526,1145,977,Indicadores_ocupabilidad_2023.csv,2023-04-01,20.43,19.97,0.8660254037844387,-0.4999999999999998,19.58,22.12,19.91,34111.0,41332.0,976.0,20.536666666666665,0,48
,2023,5,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,413,5392,8684,19.97,16.94,1.46,1.4,2.46,34026,32658,1368,46266,42928,3338,1018,Indicadores_ocupabilidad_2023.csv,2023-05-01,19.97,19.37,0.49999999999999994,-0.8660254037844387,20.43,19.58,22.12,34982.0,44671.0,977.0,20.709999999999997,0,49
,2023,6,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,412,5395,8652,19.37,16.03,1.3,1.27,1.9,34950,33935,1015,43877,41942,1935,1005,Indicadores_ocupabilidad_2023.csv,2023-06-01,19.37,20.94,1.2246467991473532e-16,-1.0,19.97,20.43,19.58,34026.0,46266.0,1018.0,19.99333333333333,0,50
,2023,7,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,413,5422,8677,20.94,18.23,1.25,1.24,1.77,41763,40586,1177,52423,50345,2078,1019,Indicadores_ocupabilidad_2023.csv,2023-07-01,20.94,23.41,-0.4999999999999997,-0.8660254037844388,19.37,19.97,20.43,34950.0,43877.0,1005.0,19.923333333333332,0,51
,2023,8,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,411,5416,8689,23.41,19.11,1.33,1.32,1.62,42276,40908,1368,54952,52727,2225,1007,Indicadores_ocupabilidad_2023.csv,2023-08-01,23.41,20.34,-0.8660254037844384,-0.5000000000000004,20.94,19.37,19.97,41763.0,52423.0,1019.0,20.093333333333334,0,52
,2023,9,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,419,5523,8840,20.34,16.67,1.24,1.23,1.67,37308,36213,1095,46325,44494,1831,1033,Indicadores_ocupabilidad_2023.csv,2023-09-01,20.34,16.19,-1.0,-1.8369701987210297e-16,23.41,20.94,19.37,42276.0,54952.0,1007.0,21.24,0,53
,2023,10,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,419,5517,8852,16.19,13.58,1.31,1.29,1.68,31757,30328,1429,41175,38802,2373,995,Indicadores_ocupabilidad_2023.csv,2023-10-01,16.19,16.27,-0.8660254037844386,0.5000000000000001,20.34,23.41,20.94,37308.0,46325.0,1033.0,21.563333333333333,0,54
,2023,11,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,417,5455,8742,16.27,14.17,1.3,1.29,1.49,31678,30411,1267,41186,39161,2025,965,Indicadores_ocupabilidad_2023.csv,2023-11-01,16.27,17.82,-0.5000000000000004,0.8660254037844384,16.19,20.34,23.41,31757.0,41175.0,995.0,19.98,0,55
,2023,12,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,413,5381,8584,17.82,14.82,1.35,1.34,1.64,32838,31657,1181,43561,41556,2005,951,Indicadores_ocupabilidad_2023.csv,2023-12-01,17.82,15.17,-2.4492935982947064e-16,1.0,16.27,16.19,20.34,31678.0,41186.0,965.0,17.599999999999998,0,56
20260330,2024,1,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,440,5631,8987,15.17,12.11,1.26,1.25,1.69,31099,30113,986,38285,36549,1736,1044,Indicadores_ocupabilidad_2024.csv,2024-01-01,15.17,15.26,0.49999999999999994,0.8660254037844387,17.82,16.27,16.19,32838.0,43561.0,951.0,16.759999999999998,0,57
20260330,2024,2,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,435,5536,8851,15.26,12.61,1.27,1.26,1.43,29584,28743,841,36357,35009,1348,1011,Indicadores_ocupabilidad_2024.csv,2024-02-01,15.26,15.24,0.8660254037844386,0.5000000000000001,15.17,17.82,16.27,31099.0,38285.0,1044.0,16.419999999999998,0,58
20260330,2024,3,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,434,5513,8844,15.24,12.7,1.25,1.24,1.5,31069,30373,696,38623,37472,1151,1010,Indicadores_ocupabilidad_2024.csv,2024-03-01,15.24,14.23,1.0,6.123233995736766e-17,15.26,15.17,17.82,29584.0,36357.0,1011.0,16.083333333333332,0,59
20260330,2024,4,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,437,5545,8909,14.23,11.2,1.19,1.17,1.54,28498,27503,995,33900,32274,1626,1009,Indicadores_ocupabilidad_2024.csv,2024-04-01,14.23,13.76,0.8660254037844387,-0.4999999999999998,15.24,15.26,15.17,31069.0,38623.0,1010.0,15.223333333333331,0,60
20260330,2024,5,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,436,5537,8900,13.76,11.2,1.26,1.25,1.53,27771,26665,1106,35188,33283,1905,1018,Indicadores_ocupabilidad_2024.csv,2024-05-01,13.76,13.98,0.49999999999999994,-0.8660254037844387,14.23,15.24,15.26,28498.0,33900.0,1009.0,14.909999999999998,0,61
20260330,2024,6,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,441,5571,8952,13.98,11.43,1.25,1.23,1.61,27587,26391,1196,34111,32060,2051,1020,Indicadores_ocupabilidad_2024.csv,2024-06-01,13.98,18.98,1.2246467991473532e-16,-1.0,13.76,14.23,15.24,27771.0,35188.0,1018.0,14.409999999999998,0,62
20260330,2024,7,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,442,5597,8982,18.98,16.03,1.33,1.32,1.76,36517,35156,1361,48107,45626,2481,1024,Indicadores_ocupabilidad_2024.csv,2024-07-01,18.98,18.22,-0.4999999999999997,-0.8660254037844388,13.98,13.76,14.23,27587.0,34111.0,1020.0,13.99,0,63
20260330,2024,8,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,447,5668,9095,18.22,15.0,1.29,1.27,1.61,37448,36225,1223,47797,45676,2121,1029,Indicadores_ocupabilidad_2024.csv,2024-08-01,18.22,17.26,-0.8660254037844384,-0.5000000000000004,18.98,13.98,13.76,36517.0,48107.0,1024.0,15.573333333333332,0,64
20260330,2024,9,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,447,5663,9047,17.26,13.72,1.23,1.22,1.51,34139,32757,1382,42826,40446,2380,1032,Indicadores_ocupabilidad_2024.csv,2024-09-01,17.26,17.2,-1.0,-1.8369701987210297e-16,18.22,18.98,13.98,37448.0,47797.0,1029.0,17.06,0,65
20260330,2024,10,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,444,5589,8920,17.2,13.74,1.23,1.22,1.53,35487,34449,1038,43446,41730,1716,1034,Indicadores_ocupabilidad_2024.csv,2024-10-01,17.2,17.4,-0.8660254037844386,0.5000000000000001,17.26,18.22,18.98,34139.0,42826.0,1032.0,18.153333333333332,0,66
20260330,2024,11,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,AMAZONAS,010000,445,5596,8946,17.4,13.7,1.27,1.26,1.45,30915,29513,1402,41140,38892,2248,1029,Indicadores_ocupabilidad_2024.csv,2024-11-01,17.4,17.6,-0.5000000000000004,0.8660254037844384,17.2,17.26,18.22,35487.0,43446.0,1034.0,17.56,0,67
,2019,4,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,APURÍMAC,030000,538,5236,8219,28.52,22.8,1.16,1.16,1.19,47342,46906,436,55436,54942,494,948,Indicadores_ocupabilidad_2019.csv,2019-04-01,28.52,36.03,0.8660254037844387,-0.4999999999999998,57.24,31.37,38.78,45258.0,51049.0,931.0,42.46333333333333,0,0
,2019,5,TT,TODAS CONSOLIDADAS,TT,TODAS CONSOLIDADAS,APURÍMAC,030000,539,5282,8283,36.03,30.73,1.88,1.89,1.16,41851,41329,522,76718,76071,647,939,Indicadores_ocupabilidad_2019.csv,2019-05-01,36.03,49.0,0.49999999999999994,-0.8660254037844387,28.52,57.24,31.37,47342.0,55436.0,948.0,39.04333333333333,0,1
